timestamp,mq2,mq135
100.764,0.900,0.750
100.855,0.910,0.750
101.008,0.900,0.750
101.103,0.910,0.760
101.195,0.920,0.760
101.319,0.910,0.750
101.417,0.910,0.750
101.535,0.910,0.750
101.634,0.920,0.750
101.744,0.910,0.750
101.809,0.910,0.750
101.920,0.900,0.750
102.015,0.900,0.760
102.111,0.900,0.760
102.202,0.900,0.750
102.315,0.910,0.740
102.412,0.910,0.750
102.521,0.910,0.750
102.643,0.900,0.740
102.761,0.910,0.740
102.855,0.900,0.760
102.973,0.910,0.760
103.089,0.920,0.760
103.186,0.910,0.750
103.322,0.910,0.750
103.424,0.910,0.750
103.523,0.910,0.740
103.616,0.910,0.760
103.710,0.920,0.750
103.819,0.900,0.750
103.937,0.900,0.750
104.006,0.900,0.750
104.099,0.910,0.750
104.219,0.910,0.750
104.310,0.910,0.750
104.417,0.890,0.750
104.518,0.910,0.760
104.642,0.900,0.750
104.738,0.900,0.730
104.860,0.910,0.740
104.979,0.910,0.750
105.115,0.900,0.750
105.199,0.890,0.750
105.312,0.910,0.760
105.408,0.920,0.750
105.501,0.900,0.750
105.622,0.910,0.750
105.715,0.910,0.740
105.795,0.910,0.750
105.915,0.910,0.750
106.008,0.910,0.750
106.103,0.910,0.750
106.213,0.910,0.750
106.312,0.910,0.760
106.405,0.890,0.750
106.509,0.900,0.750
106.637,0.910,0.740
106.735,0.900,0.750
106.877,0.910,0.750
106.948,0.920,0.750
107.079,0.910,0.750
107.169,0.910,0.750
107.282,0.900,0.740
107.400,0.910,0.750
107.518,0.920,0.760
107.638,0.900,0.740
107.693,0.890,0.750
107.813,0.900,0.760
107.905,0.900,0.750
107.989,0.900,0.750
108.106,0.920,0.750
108.198,0.900,0.760
108.299,0.900,0.740
108.399,0.910,0.750
108.503,0.900,0.740
108.622,0.900,0.760
108.733,0.930,0.750
108.828,0.910,0.760
108.956,0.900,0.740
109.075,0.910,0.750
109.175,0.900,0.740
109.278,0.900,0.750
109.400,0.900,0.750
109.496,0.900,0.750
109.605,0.900,0.760
109.703,0.910,0.750
109.799,0.900,0.750
109.898,0.910,0.750
109.998,0.900,0.750
110.095,0.900,0.760
110.210,0.910,0.750
110.283,0.910,0.750
110.374,0.920,0.760
110.489,0.900,0.750
110.615,0.910,0.750
110.733,0.910,0.750
110.853,0.900,0.750
110.933,0.900,0.740
111.055,0.900,0.740
111.174,0.900,0.740
111.285,0.900,0.750
111.403,0.910,0.750
111.503,0.920,0.750
111.598,0.910,0.750
111.696,0.900,0.740
111.793,0.900,0.750
111.890,0.900,0.750
111.985,0.910,0.760
112.084,0.900,0.760
112.186,0.900,0.740
112.280,0.900,0.760
112.400,0.900,0.740
112.498,0.890,0.740
112.617,0.900,0.740
112.704,0.900,0.750
112.823,0.890,0.740
112.943,0.890,0.750
113.061,0.900,0.750
113.150,0.890,0.760
113.271,0.910,0.750
113.406,0.900,0.750
113.509,0.900,0.750
113.593,0.910,0.750
113.688,0.910,0.760
113.783,0.900,0.740
113.888,0.890,0.750
113.984,0.900,0.740
114.085,0.900,0.750
114.181,0.910,0.740
114.282,0.910,0.740
114.377,0.900,0.750
114.496,0.910,0.750
114.595,0.900,0.750
114.713,0.900,0.750
114.833,0.910,0.750
114.929,0.900,0.740
115.049,0.890,0.740
115.168,0.900,0.750
115.263,0.900,0.760
115.369,0.910,0.750
115.489,0.900,0.750
115.587,0.900,0.750
115.680,0.900,0.740
115.763,0.900,0.740
115.883,0.910,0.740
115.974,0.900,0.750
116.063,0.910,0.770
116.156,0.900,0.750
116.276,0.890,0.740
116.373,0.890,0.750
116.490,0.910,0.760
116.593,0.910,0.750
116.712,0.900,0.750
116.810,0.900,0.750
116.930,0.910,0.750
117.025,0.900,0.750
117.171,0.890,0.740
117.284,0.890,0.750
117.360,0.900,0.740
117.480,0.900,0.730
117.576,0.910,0.740
117.674,0.890,0.750
117.772,0.900,0.750
117.869,0.910,0.750
117.958,0.900,0.750
118.076,0.900,0.750
118.170,0.910,0.750
118.269,0.900,0.750
118.371,0.900,0.750
118.476,0.900,0.740
118.594,0.900,0.750
118.683,0.900,0.750
118.805,0.900,0.740
118.925,0.900,0.750
119.018,0.900,0.750
119.141,0.900,0.750
119.262,0.910,0.750
119.389,0.910,0.760
119.454,0.910,0.740
119.574,0.910,0.750
119.670,0.900,0.760
